Dragon,Rarity,BreedAvailability,BreedElementOne,BreedElementTwo,BreedElementTwo,BreedElementThree,BreedElementFive,BreedDragonOne,BreedDragonTraitOne,BreedDragonTwo,BreedDragonTraitTwo,RequiredRiftAlignment,RequiredRiftTrait,OppositeElements,RequiredElementCount,RequiredTimeOfDay,RequiredWeather,RequiredCave,BreedTime,BreedElements,OwnZeroBreedPercentage,OwnOneBreedPercentage,OwnTwoBreedPercentage,NormalSingleClonePercentage,NormalDoubleClonePercentage,SocialSingleClonePercentage,SocialDoubleClonePercentage,RiftSingleClonePercentage,RiftDoubleClonePercentage,VisibleElements,EvolvesFrom,Riftable,Elderable,EarnGold,EarnEtherium,EarnGem,MagicCost,EventSection,ReqiuredTrait,Quest,AirCollection,AnniversaryCollection,ApocalypseCollection,AuraCollection,AutumnCollection,CampingCollection,CelebrationCollection,ChrysalisCollection,ColdCollection,CrystallineCollection,DarkCollection,DreamCollection,EarthCollection,EnhancedCollection,FireCollection,GalacticCollection,GemstoneAllCollection,GemstoneAutumnCollection,GemstoneSpringCollection,GemstoneSummerCollection,GemstoneWinterCollection,GhostlyCollection,HiddenCollection,LegendaryCollection,LightCollection,LightningCollection,LoveCollection,MelodyCollection,MetalCollection,MonolithCollection,MoonCollection,MythicCollection,OlympusCollection,OmofNomsCollection,OrnamentalCollection,OvalithCollection,ParadiseCollection,PlantCollection,RainbowCollection,RiftCollection,SeasonalCollection,SnowflakeCollection,SpookyCollection,SummerCollection,SunCollection,SurfaceCollection,TreasureCollection,VernalCollection,VintageCollection,WaterCollection,WinterCollection,ZodiacCollection
Ruckus,Epic,unavailable,moon,sun,fire,light,,,,,,,,,,,,,36000,FISuMo,0.02,,,0.0075,0.3,0.015,0.05,0.0075,0.3,FISuMo,,true,false,192,240000,,,,,Bring It On!,,,,,,,,,,,,,,Enhanced,,,,,,,,,,,,,,,,,Moon,,,,,,Paradise,,,,,,,,Sun,,,,,,,
Ruin,Hybrid,permanent,cold,dark,,,,,,,,,,,,,,,21600,CD,,,,0.01,,0.1,0.2,0.01,,CD,,true,false,1315,360000,,,,,Down Falls,,,,,,,,,Cold,,Dark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rust,Hybrid,permanent,water,metal,,,,,,,,,,,,,,,21600,WM,,,,0.01,,0.1,0.2,0.01,,WM,,true,false,1300,360000,,,,,Corrosion Excursion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal,,,,,,,,,,,,,,,,,,,,,Water,,
Saccharine,Epic,permanent,,,,,,Saccharine,,Saccharine,,,,,,,,,43200,PFCOr,0,,,0,0.3,0,0.3,0,0.3,PFCOr,Gift,true,false,120,240000,,,,,No Salt Here,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ornamental,,,,,,,,,,,,,,,,,
Sagittarian,Epic,unavailable,fire,,,,,Seraph,,,,,,,,,,,82800,FAI,0.033,,,0.05,0.3,0.04,0.15,0.05,0.3,FZo,,true,false,132,240000,,,,,Hawk's Eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zodiac
Saharus,Epic,unavailable,,,,,,Scarab,,Sand,,,,,,,,,82800,PFEMITr,0.0405,,,0.05,0.3,0.015,0.15,0.05,0.3,Tr,,true,false,120,240000,,,,,Coarse and Rough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treasure,,,,,
Sailback,Epic,unavailable,moon,sun,water,fire,,,,,,,,,,,,,28800,FWSuMo,0.02,,,0.0075,0.3,0.015,0.1,0.0075,0.3,FWSuMo,,true,false,200,240000,,,,,Aquatic Anathema,,,,,,,,,,,,,,Enhanced,,,,,,,,,,,,,,,,,Moon,,,,,,Paradise,,,,,,,,Sun,,,,,,,
Sakura,Rare,unavailable,,,,,,Tree,,Flower,,,,,,,,,36000,PFE,0.05,,,0.01,,0.03,0.1,0.01,,PFE,,true,false,800,360000,,,,,The Springening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vernal,,,,
Salamander,Hybrid,permanent,fire,water,,,,,,,,,,,,,,,34200,FW,,,,0.01,,0.1,0.2,0.01,,FW,,true,false,725,360000,,,,,Amphibian Meridian,,,,,,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water,,
Sand,Hybrid,permanent,earth,light,,,,,,,,,,,,,,,23400,EI,,,,0.01,,0.1,0.2,0.01,,EI,,true,false,1015,360000,,,,,Sandara's Sojourn,,,,,,,,,,,,,Earth,,,,,,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandscale,Rare,permanent,earth,light,rift,,,,,,,light,,,,,,rift,0,EIR,0.04,,,0,0,0,0,0.01,0.2,EIR,,true,false,475,360000,,,,I,Dune Diving,,,,,,,Celebration,,,,,,Earth,,,,,,,,,,,,Light,,,,,,,,,,,,,,,Rift,,,,,,,,,,,,
Sandstorm,Rare,permanent,air,earth,,,,,,,,,,,,,,,7200,EA,0.05,,,0.01,,0.04,0.15,0.01,,EA,,true,false,1200,360000,,,,,Tectonica Toil,Air,,,,,,,,,,,,Earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanguinite,Gemstone,unavailable,,,,,,Lodestone,,Mountain,,,,,,,,,129600,ECLMCr,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Cr,,true,false,,240000,120960000,,,,Tunnels of Mashe,,,,,,,,,,Crystalline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire,Gemstone,unavailable,,,,,,Rain,,Mountain,,,,,,,,,108000,ECWAGe,0.03,,,0.05,0.07,0.03,0.06,0.05,0.07,Ge,,true,false,,240000,120960000,,,,Yogo Gulch,,,,,,,,,,,,,,,,,Gemstone All,,,Gemstone Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Satin,Rare,unavailable,fire,plant,earth,lightning,,,,,,,,,,,,,64800,PFEL,0.09,0.02,,0.05,,0.02,0.1,0.05,0.1,PFEL,,true,false,150,360000,,,,,Drape Escape,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scarab,Epic,unavailable,,,,,,Gold,,Loot,,,,,,,,,165600,PFMTr,0.015,0.005,,0.05,,0.01,0.05,0.05,,Tr,,true,false,145,240000,,,,,Glitter Glen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treasure,,,,,
Scorch,Hybrid,permanent,fire,lightning,,,,,,,,,,,,,,,10800,FL,,,,0.01,,0.1,0.2,0.01,,FL,,true,false,650,360000,,,,,Scalding Stretch,,,,,,,,,,,,,,,Fire,,,,,,,,,,,Lightning,,,,,,,,,,,,,,,,,,,,,,,,,,
Scoria,Hybrid,permanent,earth,metal,,,,,,,,,,,,,,,79200,EM,,,,0.01,,0.1,0.2,0.01,,EM,,true,false,1150,360000,,,,,Bessemer's Bounty,,,,,,,,,,,,,Earth,,,,,,,,,,,,,,,,Metal,,,,,,,,,,,,,,,,,,,,,,,
Scorn,Epic,unavailable,plant,earth,fire,,,,,,,,,,,,,,158400,PFEAu,0.05,,,0.05,,0.01,0.1,0.05,,Au,,true,false,150,240000,,,,,Green-eyed Guide,,,,Aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scorpionian,Epic,unavailable,water,,,,,Squall,,,,,,,,,,,100800,PWA,0.04,,,0.05,0.3,0.1,0.15,0.05,0.3,WZo,,true,false,137,240000,,,,,Terrorize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zodiac
Scourge,Epic,unavailable,,,,,,Decay,,Misfortune,,,,,,,,,41400,FECDAp,0.04,0.01,,0.0075,0.3,0.015,0.1,0.0075,0.3,Ap,,true,false,232,240000,,8866,3,,Feast or Famine,,,Apocalypse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Scout,Epic,unavailable,hidden,,,,,Valor,,,,,,,,,,,86400,PAMHi,0.02,,,0.05,0.3,0.01,0.1,0.05,0.3,Hi,,true,false,200,240000,,6480,1,,Camping Trip,,,,,,Camping,,,,,,,,,,,,,,,,,Hidden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scribe,Rare,unavailable,,,,,,Paper,,Scryer,,,,,,,,,93600,ECID,0.0425,,,0.01,0.3,0.1,0.2,0.01,0.3,ECID,,true,false,145,360000,,,,,Magic Scrolls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scryer,Rare,unavailable,,,,,,Neoteric,,Lunk,,,,,,,,,72000,CLID,0.025,,,0.01,0.3,0.1,0.2,0.01,0.3,CLID,,true,false,100,360000,,,,,A Peek Into the Future,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scuttle,Rare,unavailable,water,earth,dark,,,,,,,,,,,,,,72000,EWD,0.03,,,0.01,0.3,0.015,0.05,0.01,0.3,EWD,,true,false,200,360000,,,,,Free Shell Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,Love,,,,,,,,,,,,,,,,,,,,,,,,,
Sea Shanty,Epic,unavailable,,,,,,Ruckus,,Tidal,,,,,,,,,93600,FWIDMe,0.045,,,0.05,0.3,0.015,0.15,0.05,0.3,WMe,,true,false,250,240000,,,,,Unbearable Tunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melody,,,,,,,,,,,,,,,,,,,,,,,,
Seasonal,Epic,permanent,air,fire,plant,,,,,,,,,,,,,,172800,PFASe,0.02,,,,,0.01,0.05,,,Se,,true,false,125,240000,,,,,Hemisphere Pioneer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seasonal,,,,,,,,,,,
Seaweed,Hybrid,permanent,plant,water,,,,,,,,,,,,,,,18000,PW,,,,0.01,,0.1,0.2,0.01,,PW,,true,false,1200,360000,,,,,Nori Cove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plant,,,,,,,,,,,,Water,,
Seed,Epic,unavailable,cold,water,light,,,,,,,,,,,,,,64800,CWISe,0.03,,,,,0.01,0.05,,,Se,,true,false,140,240000,,,,,Forage in the Great Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Om of Noms,,,,,,,Seasonal,,,,,,,,,,Winter,
Seraph,Rare,unavailable,light,air,fire,,,,,,,,,,,,,,144000,FAI,0.02,,,0.01,,0.02,0.1,0.01,,FAI,,true,false,400,360000,,,,,Soaring Heights,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vintage,,,
Serenity,Epic,unavailable,earth,fire,cold,,,,,,,,,,,,,,64800,FECAu,0.04,,,,,0.01,0.05,,,Au,,true,false,310,240000,,,,,Cape Calm,,,,Aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serket,Epic,permanent,,,,,,Busby,,Rhinotorch,,,,,,,,,120000,PFECCh,0.02,,,,0.3,,0.05,,0.3,Ch,,true,false,600,240000,,,,,Immunity Proclivity,,,,,,,,Chrysalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shackle,Epic,unavailable,metal,dark,,,,Kage,,,,,,,,,,,79200,PFECLMDAp,0.0415,,,0.05,0.3,0.1,0.15,0.05,0.3,MDAp,,true,false,150,240000,,13100,4,,Chain Reaction,,,Apocalypse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Shadow,Rare,permanent,light,dark,,,,,,,,,,,,,,,64800,ID,0.05,,,0.01,,0.04,0.15,0.01,,ID,,true,false,900,360000,,,,,The Wall of Shades,,,,,,,,,,,Dark,,,,,,,,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadowflash,Rare,unavailable,dark,light,lightning,,,,,,,,,,,,,,75600,LID,0.04,,,0.01,0.3,0.03,0.15,0.03,0.3,LID,,true,false,300,360000,,,,,Newsflash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield,Rare,unavailable,,,,,,Hail,,Hydra,,,,,,,,,48600,ECWL,0.04,,,0.005,,0.01,0.1,0.005,,ECWL,,true,false,550,360000,,,,,Fury's Foray,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmer,Hybrid,permanent,light,water,,,,,,,,,,,,,,,39600,WI,,,,0.01,,0.1,0.15,0.01,,WI,,true,false,860,360000,,,,,Caught in the Crimson Sea,,,,,,,,,,,,,,,,,,,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,Water,,
Shining,Rare,permanent,light,lightning,,,,,,,,,,,,,,,68400,LI,0.05,,,0.01,0.3,0.04,0.15,0.01,0.3,LI,,true,false,777,360000,,,,,Setse Sighting,,,,,,,,,,,,,,,,,,,,,,,,,Light,Lightning,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiver,Epic,unavailable,cold,air,light,,,,,,,,,,,,,,97200,CAISf,0.015,,,0.01,0.2,0.015,0.1,0.01,0.2,Sf,,true,false,220,240000,,,,,Escapades on Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surface,,,,,,
Shockproof,Rare,permanent,cold,lightning,,,,,,,,,,,,,,,43200,CL,0.05,,,0.01,0.3,0.1,0.2,0.01,0.3,CL,,true,false,410,360000,,,,,Shocked and Rattled,,,,,,,,,Cold,,,,,,,,,,,,,,,,,Lightning,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver,Epic,permanent,cold,metal,,,,,,,,,,,,,,,169200,CMTr,0.03,,,,,0.02,0.05,,,Tr,,true,false,250,240000,,,,,Rudna's Rollick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treasure,,,,,
Silver Olympus,Epic,permanent,earth,lightning,air,,,,,,,,,,,,,,126000,ELOl,0.03,,,,,0.02,0.05,,,Ol,,true,false,300,240000,,,,,Silvery Peaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olympus,,,,,,,,,,,,,,,,,,,
Silverline,Rare,permanent,light,dark,,,,,,,,,,,,,,,64800,ID,0.02,,,0.01,0.3,0.04,0.15,0.01,0.3,ID,,true,false,300,360000,,,,,Holistic Hope,,,,,,,,,,,Dark,,,,,,,,,,,,,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singularity,Galaxy,permanent,,,,,,,,,,,,,,,,social,64800,FLMDGa,,,,0,0,0.01,0.2,0,0,Ga,,true,false,95,240000,,,,,Event Horizon,,,,,,,,,,,,,,,,Galactic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleighbell,Rare,unavailable,fire,earth,,,,Reindeer,,,,,,,,,,,54000,PFEC,0.04,,,0.01,,0.015,0.1,0.01,,PFEC,,true,false,355,360000,,,,,Gone Caroling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,
Smigi,Rare,unavailable,air,dark,light,,,,,,,,,,,,,,57600,AID,0.03,,,0.01,0.3,0.1,0.2,0.01,0.3,AID,,true,false,140,360000,,,,,Swish Swoosh,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smitten,Epic,unavailable,plant,fire,cold,,,,,,,,,,,,,,104400,PFCAu,0.03,,,0.05,,0.01,0.1,0.05,,Au,,true,false,177,240000,,,,,Overly Attached,,,,Aura,,,,,,,,,,,,,,,,,,,,,,,Love,,,,,,,,,,,,,,,,,,,,,,,,,
Smoke,Hybrid,permanent,fire,air,,,,,,,,,,,,,,,50400,FA,,,,0.01,,0.1,0.2,0.01,,FA,,true,false,900,360000,,,,,The Other Side,Air,,,,,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smolder,Rare,permanent,fire,air,,,,,,,,,,,,,,,39600,FA,0.05,,,,0.3,,0.15,,0.3,FA,,true,false,900,360000,,,,,Smoke on the Boulder,Air,,,,,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smoulderbrush,Rare,permanent,plant,fire,,,,,,,,,,,,,,,28800,PF,0.04,,,0.01,0.3,0.04,0.15,0.01,0.3,PF,,true,false,990,360000,,,,,Aroma Therapy,,,,,,,,,,,,,,,Fire,,,,,,,,,,,,,,,,,,,,,,,Plant,,,,,,,,,,,,,,
Snapper,Rare,permanent,plant,dark,,,,,,,,,,,,,,,54000,PD,0.05,,,0.01,,0.04,0.15,0.01,,PD,,true,false,500,360000,,,,,Slow & Steady,,,,,,,,,,,Dark,,,,,,,,,,,,,,,,,,,,,,,,,,,Plant,,,,,,,,,,,,,,
Snootroot,Rare,permanent,earth,plant,,,,,,,,,,,,,,,16200,PE,0.05,,,0.01,0.3,0.04,0.15,0.01,0.3,PE,,true,false,850,360000,,,,,Flaunting Flair,,,,,,,,,,,,,Earth,,,,,,,,,,,,,,,,,,,,,,,,,Plant,,,,,,,,,,,,,,
Snooz,Epic,unavailable,,,,,,Dream,,Fog,,,,,,,,,86400,PFECWLAMIDDr,0.04,,,0.01,0.3,0.1,0.2,0.01,0.3,WADr,,true,false,150,240000,,,,,Snooze No More,,,,,,,,,,,,Dream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snow,Hybrid,permanent,cold,air,,,,,,,,,,,,,,,28800,CA,,,,0.01,,0.1,0.2,0.01,,CA,,true,false,1200,360000,,,,,Furious Flurry,Air,,,,,,,,Cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snowball,Epic,unavailable,,,,,,Snowpocalypse,,Shiver,,,,,,,,,79200,CAOr,0.015,,,0.01,0.3,0.04,0.15,0.01,0.3,COr,,true,false,175,240000,,,,,Hiding Like Snowbody's Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ornamental,,,,,,,,,,,,,,,,,
Snowbrush,Rare,unavailable,cold,plant,light,,,,,,,,,,,,,,68400,PCI,0.04,,,0.01,0.3,0.015,0.1,0.01,0.3,PCI,,true,false,385,360000,,,,,Snowdrift Dive,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snowflake 1,Epic,permanent,snowflake,snowflake,,,,,,,,,,,,,,,9000,CWASn,0.2,,,0,0,0,0,,0,Sn,,true,false,900,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snowflake,,,,,,,,,Winter,
Snowflake 2,Epic,permanent,snowflake,snowflake,,,,,,,,,,,,,,,9000,CWLSn,0.2,,,0,0,0,0,,0,Sn,,true,false,900,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snowflake,,,,,,,,,Winter,
Snowflake 3,Epic,permanent,snowflake,snowflake,,,,,,,,,,,,,,,90000,FCWSn,0.05,,,0,0,0,0,,0,Sn,,true,false,600,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snowflake,,,,,,,,,Winter,
Snowflake 4,Epic,permanent,snowflake,snowflake,,,,,,,,,,,,,,,90000,CWISn,0.05,,,0,0,0,0,,0,Sn,,true,false,600,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snowflake,,,,,,,,,Winter,
Snowflake 5,Epic,permanent,snowflake,snowflake,,,,,,,,,,,,,,,144000,PCWSn,0.01,,,0,0,0,0,,0,Sn,,true,false,450,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snowflake,,,,,,,,,Winter,
Snowflake 6,Epic,permanent,snowflake,snowflake,,,,,,,,,,,,,,,151200,ECWSn,0.01,,,0,0,0,0,0,0,Sn,,true,false,425,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snowflake,,,,,,,,,Winter,
Snowflake 7,Epic,permanent,snowflake,snowflake,,,,,,,,,,,,,,,158400,ECWSn,0.01,,,0,0,0,0,0,0,Sn,,true,false,400,240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snowflake,,,,,,,,,Winter,
Snowpocalypse,Epic,unavailable,,,,,,Winter,,Apocalypse,,,,,,,,,72000,PECLAMAp,0.03,,,0.05,0.3,0.01,0.05,0.05,0.3,Ap,,true,false,145,240000,,,,,Clouds of Garita,,,Apocalypse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winter,
Snowsquall,Rare,permanent,cold,water,rift,,,,,,,,cold,,,,,rift,0,CWR,0.025,,,0,0,0,0,0.01,0.15,CWR,,true,false,375,360000,,,,C,Tentacle Terrace,,,,,,,,,Cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rift,,,,,,,,,,Water,,
Snowy Bronze,Epic,permanent,air,cold,fire,,,,,,,,,,,,,,115200,FCAOl,0.05,,,,,0.04,0.05,,,Ol,,true,false,380,240000,,,,,Chione Chasm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olympus,,,,,,,,,,,,,,,,,,,
Snowy Gold,Epic,permanent,air,cold,fire,,,,,,,,,,,,,,115200,FCAOl,0.015,,,,,0.01,0.05,,,Ol,,true,false,180,240000,,,,,Chione Peaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olympus,,,,,,,,,,,,,,,,,,,
Snowy Silver,Epic,permanent,air,cold,fire,,,,,,,,,,,,,,115200,FCAOl,0.03,,,,,0.02,0.05,,,Ol,,true,false,280,240000,,,,,Chione Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olympus,,,,,,,,,,,,,,,,,,,
Solar Eclipse,Epic,unavailable,earth,air,fire,,,,,,,,,,,,,,172800,FEASuMo,0.03,0.02,,,,0.01,0.05,,,SuMo,,true,false,125,240000,,,,,Age of Alignment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moon,,,,,,,,,,,,,,Sun,,,,,,,
Solarflare,Galaxy,permanent,galaxy,sun,,,,,,,,,,,,,,social,86400,PFECWLAMIDGaSu,0.1,,,0,0,0.01,0.2,0,0,GaSu,,true,false,102,240000,,,,,Prowess Immeasurable,,,,,,,,,,,,,,,,Galactic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sun,,,,,,,
Solary,Rare,unavailable,light,air,earth,fire,,,,,,,,,,,,,72000,FEAI,0.038,,,0.01,0.3,0.1,0.2,0.01,0.3,FEAI,,true,false,210,360000,,,,,Bright Sunlight,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solis,Galaxy,permanent,galaxy,,,,,Sun,,,,,,,,,,social,86400,FELIGaSu,0.02,,,0,0,0.05,0.2,0,0,GaSu,,true,false,190,240000,,,,,Stay Lit,,,,,,,,,,,,,,,,Galactic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sun,,,,,,,
Solstice,Epic,unavailable,earth,,,,,Blazing,,,,,,,,,,,84600,FEASu,0.03,0.02,,,,0.01,0.05,,,Su,,true,false,125,240000,,,,,Stones of Surya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sun,,,,,,,
Somnig,Rare,unavailable,,,,,,Snooz,,Fae,,,,,,,,,93600,WAID,0.0295,,,0.01,0.3,0.1,0.2,0.01,0.3,WAID,,true,false,100,360000,,,,,Afternoon Nap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vernal,,,,
Sonic,Hybrid,permanent,lightning,air,,,,,,,,,,,,,,,28800,LA,,,,0.01,,0.1,0.2,0.01,,LA,,true,false,800,360000,,,,,Green Hill Havoc,Air,,,,,,,,,,,,,,,,,,,,,,,,,Lightning,,,,,,,,,,,,,,,,,,,,,,,,,,
Soot,Rare,permanent,fire,earth,,,,,,,,,,,,,,,36000,FE,0.05,,,,0.3,,0.15,,0.3,FE,,true,false,1150,360000,,,,,Cauldron Canyon,,,,,,,,,,,,,Earth,,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sorarian,Galaxy,permanent,,,,,,,,,,,,,,,,social,162000,PWMIGa,,,,0,0,0.1,0.2,0,0,Ga,,true,false,175,240000,,,,,Celestial Rarity,,,,,,,,,,,,,,,,Galactic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soriak,Rare,unavailable,lightning,earth,air,,,,,,,,,,,,,,54000,ELA,0.025,,,0.01,0.3,0.04,0.15,0.01,0.3,ELA,,true,false,800,360000,,,,,emiT hguorhT pirT A,,,,,,,Celebration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sow,Rare,unavailable,,,,,,Teozinte,,Gourd,,,,,,,,,64800,PECD,0.04,,,0.01,0.3,0.1,0.2,0.01,0.3,PECD,,true,false,165,360000,,,,,Crop Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Om of Noms,,,,,,,,,,,,,,,,,,
Spark,Hybrid,permanent,lightning,dark,,,,,,,,,,,,,,,34200,LD,,,,0.01,,0.1,0.2,0.01,,LD,,true,false,1160,360000,,,,,Shock Rock,,,,,,,,,,,Dark,,,,,,,,,,,,,,,Lightning,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparkles,Rare,unavailable,lightning,light,earth,,,,,,,,,,,,,,118800,ELI,0.005,0.02,,0.0075,0.3,0.015,0.1,0.0075,0.3,ELI,,true,false,374,360000,,,,,Odin's Pride,,,,,,,,,,,,,,Enhanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectrapod,Epic,unavailable,rift,,,,,Chromacorn,,Kampos,,,,,,,,rift,172800,PFECWLAMIDRRb,0.005,,,0,0,0,0,0.0025,0.1,RRb,,true,false,75,240000,,,,W,Sonoluminescence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rainbow,Rift,,,,,,,,,,,,
Spectre,Rare,unavailable,cold,earth,,,,,,,,,,,,,,,43200,EC,0.04,,,0.01,,0.015,0.1,0.01,,EC,,true,false,755,360000,,2150,1,,Nevermore Cavern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
Spellmason,Epic,unavailable,ornamental,,,,,Hidden Bolt,,,,,,,,,,,108000,LDOr,0.03,,,0.01,0.3,0.015,0.1,0.01,0.3,LDOr,,true,false,250,240000,,,,,The Living Stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ornamental,,,,,,,,,,,,,,,,,
Spinky,Rare,unavailable,,,,,,Sailback,,Aquacorn,,,,,,,,,54000,CW,0.03,,,0.01,0.3,0.1,0.2,0.01,0.3,CW,,true,false,230,360000,,,,,Rolling in the Waves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paradise,,,,,,,,,,,,,,,
Spirit,Rare,unavailable,,,,,,Ghost,,Spectre,,,,,,,,,54000,EC,0.04,,,0.01,,0.015,0.1,0.01,,EC,,true,false,755,360000,,6080,2,,Wayward Wandering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spooky,,,,,,,,,
